run,scenario,base_seed,door_seed,monster_seed,algorithm,success,elapsed,expanded,time_steps,path_length
25,monsters,261413843,,261413843,Follower,False,0.000174,53,53,52
26,static,221984214,,,BFS,True,0.024563,3369,48,49
26,static,221984214,,,DFS,True,0.000643,177,50,51
26,static,221984214,,,Dijkstra,True,0.031127,3372,48,49
26,static,221984214,,,A*,True,0.023365,1857,48,49
26,static,221984214,,,Follower,True,0.000196,48,48,49
26,doors,221984214,221984214,,BFS,True,0.024287,3365,48,49
26,doors,221984214,221984214,,DFS,True,0.000630,177,50,51
26,doors,221984214,221984214,,Dijkstra,True,0.031274,3368,48,49
26,doors,221984214,221984214,,A*,True,0.024182,1856,48,49
26,doors,221984214,221984214,,Follower,True,0.000193,48,48,49
26,monsters,221984214,,221984214,BFS,True,0.023443,3370,49,50
26,monsters,221984214,,221984214,DFS,True,0.000660,179,52,51
26,monsters,221984214,,221984214,Dijkstra,True,0.032715,3371,49,50
26,monsters,221984214,,221984214,A*,True,0.025742,1858,49,50
26,monsters,221984214,,221984214,Follower,False,0.000378,49,49,48
27,static,473940513,,,BFS,True,0.013062,1928,34,35
27,static,473940513,,,DFS,True,0.002228,397,88,89
27,static,473940513,,,Dijkstra,True,0.017152,1931,34,35
27,static,473940513,,,A*,True,0.005191,577,34,35
27,static,473940513,,,Follower,True,0.000172,34,34,35
27,doors,473940513,473940513,,BFS,True,0.014237,1927,34,35
27,doors,473940513,473940513,,DFS,True,0.002183,397,88,89
27,doors,473940513,473940513,,Dijkstra,True,0.017588,1928,34,35
27,doors,473940513,473940513,,A*,True,0.005726,577,34,35
27,doors,473940513,473940513,,Follower,True,0.000191,34,34,35
27,monsters,473940513,,473940513,BFS,True,0.020287,2751,41,42
27,monsters,473940513,,473940513,DFS,True,0.002338,398,89,89
27,monsters,473940513,,473940513,Dijkstra,True,0.028256,2752,41,42
27,monsters,473940513,,473940513,A*,True,0.015337,1241,41,42
27,monsters,473940513,,473940513,Follower,False,0.000172,35,35,34
28,static,464981401,,,BFS,True,0.009508,1691,32,33
28,static,464981401,,,DFS,True,0.000915,269,44,45
28,static,464981401,,,Dijkstra,True,0.012604,1694,32,33
28,static,464981401,,,A*,True,0.004439,484,32,33
28,static,464981401,,,Follower,True,0.000195,32,32,33
28,doors,464981401,464981401,,BFS,True,0.009709,1683,32,33
28,doors,464981401,464981401,,DFS,True,0.000936,269,44,45
28,doors,464981401,464981401,,Dijkstra,True,0.012766,1686,32,33
28,doors,464981401,464981401,,A*,True,0.004558,484,32,33
28,doors,464981401,464981401,,Follower,True,0.000142,32,32,33
28,monsters,464981401,,464981401,BFS,True,0.009867,1693,33,34
28,monsters,464981401,,464981401,DFS,True,0.000970,271,46,45
28,monsters,464981401,,464981401,Dijkstra,True,0.012754,1694,33,34
28,monsters,464981401,,464981401,A*,True,0.004511,485,33,34
28,monsters,464981401,,464981401,Follower,False,0.000145,33,33,32
29,static,15014674,,,BFS,True,0.009168,1598,28,29
29,static,15014674,,,DFS,True,0.007441,1293,32,33
29,static,15014674,,,Dijkstra,True,0.012046,1600,28,29
29,static,15014674,,,A*,True,0.003083,334,28,29
29,static,15014674,,,Follower,True,0.000140,28,28,29
29,doors,15014674,15014674,,BFS,True,0.009795,1588,28,29
29,doors,15014674,15014674,,DFS,True,0.007483,1293,32,33
29,doors,15014674,15014674,,Dijkstra,True,0.012507,1590,28,29
29,doors,15014674,15014674,,A*,True,0.003063,324,28,29
29,doors,15014674,15014674,,Follower,True,0.000150,28,28,29
29,monsters,15014674,,15014674,BFS,True,0.017930,2621,37,38
29,monsters,15014674,,15014674,DFS,True,0.008156,1295,34,33
29,monsters,15014674,,15014674,Dijkstra,True,0.023927,2636,37,38
29,monsters,15014674,,15014674,A*,True,0.015719,1164,37,38
29,monsters,15014674,,15014674,Follower,False,0.000155,29,29,28
30,static,485864532,,,BFS,True,0.008794,1994,48,49
30,static,485864532,,,DFS,True,0.001004,277,52,53
30,static,485864532,,,Dijkstra,True,0.011491,1995,48,49
30,static,485864532,,,A*,True,0.007986,1095,48,49
30,static,485864532,,,Follower,True,0.000148,48,48,49
30,doors,485864532,485864532,,BFS,True,0.009716,2060,50,51
30,doors,485864532,485864532,,DFS,True,0.001051,279,54,53
30,doors,485864532,485864532,,Dijkstra,True,0.012695,2061,50,51
30,doors,485864532,485864532,,A*,True,0.008754,1161,50,51
30,doors,485864532,485864532,,Follower,True,0.000162,50,50,49
30,monsters,485864532,,485864532,BFS,True,0.013230,2568,55,56
30,monsters,485864532,,485864532,DFS,True,0.001101,279,54,53
30,monsters,485864532,,485864532,Dijkstra,True,0.017269,2584,55,56
30,monsters,485864532,,485864532,A*,True,0.013926,1567,55,56
30,monsters,485864532,,485864532,Follower,False,0.000160,49,49,48
31,static,5782991,,,BFS,True,0.012862,2200,36,37
31,static,5782991,,,DFS,True,0.001771,527,36,37
31,static,5782991,,,Dijkstra,True,0.017492,2201,36,37
31,static,5782991,,,A*,True,0.009026,823,36,37
31,static,5782991,,,Follower,True,0.000149,36,36,37
31,doors,5782991,5782991,,BFS,True,0.013913,2186,36,37
31,doors,5782991,5782991,,DFS,True,0.001778,527,36,37
31,doors,5782991,5782991,,Dijkstra,True,0.018285,2187,36,37
31,doors,5782991,5782991,,A*,True,0.009163,809,36,37
31,doors,5782991,5782991,,Follower,True,0.000156,36,36,37
31,monsters,5782991,,5782991,BFS,True,0.035283,5210,65,66
31,monsters,5782991,,5782991,DFS,True,0.001916,529,38,37
31,monsters,5782991,,5782991,Dijkstra,True,0.046217,5211,65,66
31,monsters,5782991,,5782991,A*,True,0.053566,3839,65,66
31,monsters,5782991,,5782991,Follower,False,0.000157,37,37,36
32,static,458932353,,,BFS,True,0.004781,1038,30,31
32,static,458932353,,,DFS,True,0.000143,37,36,37
32,static,458932353,,,Dijkstra,True,0.006556,1043,30,31
32,static,458932353,,,A*,True,0.000851,160,30,31
32,static,458932353,,,Follower,True,0.000118,30,30,31
32,doors,458932353,458932353,,BFS,True,0.005719,1168,33,34
32,doors,458932353,458932353,,DFS,True,0.000146,37,36,37
32,doors,458932353,458932353,,Dijkstra,True,0.007711,1177,33,34
32,doors,458932353,458932353,,A*,True,0.001530,247,33,34
32,doors,458932353,458932353,,Follower,True,0.000128,33,33,31
32,monsters,458932353,,458932353,BFS,True,0.007659,1421,35,36
32,monsters,458932353,,458932353,DFS,True,0.000143,39,38,37
32,monsters,458932353,,458932353,Dijkstra,True,0.010142,1423,35,36
32,monsters,458932353,,458932353,A*,True,0.003315,413,35,36
32,monsters,458932353,,458932353,Follower,False,0.000129,31,31,30
33,static,16420522,,,BFS,True,0.005404,1281,36,37
33,static,16420522,,,DFS,True,0.006426,1151,44,45
33,static,16420522,,,Dijkstra,True,0.007292,1284,36,37
33,static,16420522,,,A*,True,0.003436,460,36,37
33,static,16420522,,,Follower,True,0.000152,36,36,37
33,doors,16420522,16420522,,BFS,True,0.006288,1381,40,41
33,doors,16420522,16420522,,DFS,True,0.006083,1155,48,45
33,doors,16420522,16420522,,Dijkstra,True,0.008379,1384,40,41
33,doors,16420522,16420522,,A*,True,0.004235,553,40,41
33,doors,16420522,16420522,,Follower,True,0.000128,40,40,37
33,monsters,16420522,,16420522,BFS,True,0.007601,1577,41,42
33,monsters,16420522,,16420522,DFS,True,0.006404,1153,46,45
33,monsters,16420522,,16420522,Dijkstra,True,0.009784,1584,41,42
33,monsters,16420522,,16420522,A*,True,0.006336,742,41,42
33,monsters,16420522,,16420522,Follower,False,0.000114,37,37,36
34,static,876767724,,,BFS,True,0.004136,1069,34,35
34,static,876767724,,,DFS,True,0.000326,95,38,39
34,static,876767724,,,Dijkstra,True,0.005716,1071,34,35
34,static,876767724,,,A*,True,0.003047,469,34,35
34,static,876767724,,,Follower,True,0.000115,34,34,35
34,doors,876767724,876767724,,BFS,True,0.004624,1069,34,35
34,doors,876767724,876767724,,DFS,True,0.000351,97,40,39
34,doors,876767724,876767724,,Dijkstra,True,0.006061,1071,34,35
34,doors,876767724,876767724,,A*,True,0.003324,469,34,35
34,doors,876767724,876767724,,Follower,True,0.000124,34,34,35
34,monsters,876767724,,876767724,BFS,True,0.026816,2369,49,50
34,monsters,876767724,,876767724,DFS,True,0.001952,97,40,39
34,monsters,876767724,,876767724,Dijkstra,True,0.101383,2409,49,50
34,monsters,876767724,,876767724,A*,True,0.043900,1354,49,50
34,monsters,876767724,,876767724,Follower,False,0.000156,35,35,34
35,static,749904424,,,BFS,True,0.016579,1172,26,27
35,static,749904424,,,DFS,True,0.000747,195,40,41
35,static,749904424,,,Dijkstra,True,0.015616,1177,26,27
35,static,749904424,,,A*,True,0.001994,142,26,27
35,static,749904424,,,Follower,True,0.000135,26,26,27
35,doors,749904424,749904424,,BFS,True,0.015453,1216,27,28
35,doors,749904424,749904424,,DFS,True,0.000622,197,42,41
35,doors,749904424,749904424,,Dijkstra,True,0.016354,1216,27,28
35,doors,749904424,749904424,,A*,True,0.001650,182,27,28
35,doors,749904424,749904424,,Follower,True,0.000354,27,27,27
35,monsters,749904424,,749904424,BFS,True,0.009064,1389,29,30
35,monsters,749904424,,749904424,DFS,True,0.000601,196,41,41
35,monsters,749904424,,749904424,Dijkstra,True,0.019626,1394,29,30
35,monsters,749904424,,749904424,A*,True,0.003312,266,29,30
35,monsters,749904424,,749904424,Follower,False,0.000408,27,27,26
36,static,514076078,,,BFS,True,0.007111,1388,40,41
36,static,514076078,,,DFS,True,0.002421,483,90,91
36,static,514076078,,,Dijkstra,True,0.009972,1395,40,41
36,static,514076078,,,A*,True,0.002687,432,40,41
36,static,514076078,,,Follower,True,0.000140,40,40,41
36,doors,514076078,514076078,,BFS,True,0.007765,1429,41,42
36,doors,514076078,514076078,,DFS,True,0.002252,486,93,91
36,doors,514076078,514076078,,Dijkstra,True,0.009699,1433,41,42
36,doors,514076078,514076078,,A*,True,0.003072,465,41,42
36,doors,514076078,514076078,,Follower,True,0.000346,41,41,41
36,monsters,514076078,,514076078,BFS,True,0.019379,2601,51,52
36,monsters,514076078,,514076078,DFS,True,0.002412,484,91,91
36,monsters,514076078,,514076078,Dijkstra,True,0.035477,2621,51,52
36,monsters,514076078,,514076078,A*,True,0.017575,1239,51,52
36,monsters,514076078,,514076078,Follower,False,0.000321,41,41,40
37,static,661435212,,,BFS,True,0.020250,2819,44,45
37,static,661435212,,,DFS,True,0.006021,1193,44,45
37,static,661435212,,,Dijkstra,True,0.029169,2820,44,45
37,static,661435212,,,A*,True,0.016809,1362,44,45
37,static,661435212,,,Follower,True,0.000172,44,44,45
37,doors,661435212,661435212,,BFS,True,0.026590,2815,44,45
37,doors,661435212,661435212,,DFS,True,0.006127,1193,44,45
37,doors,661435212,661435212,,Dijkstra,True,0.029846,2816,44,45
37,doors,661435212,661435212,,A*,True,0.020682,1359,44,45
37,doors,661435212,661435212,,Follower,True,0.000254,44,44,45
37,monsters,661435212,,661435212,BFS,True,0.039642,4695,59,60
37,monsters,661435212,,661435212,DFS,True,0.005663,1195,46,45
37,monsters,661435212,,661435212,Dijkstra,True,0.048710,4696,59,60
37,monsters,661435212,,661435212,A*,True,0.048015,3160,59,60
37,monsters,661435212,,661435212,Follower,False,0.000205,45,45,44
38,static,400162640,,,BFS,True,0.009389,2211,60,61
38,static,400162640,,,DFS,True,0.000964,215,60,61
38,static,400162640,,,Dijkstra,True,0.012538,2212,60,61
38,static,400162640,,,A*,True,0.007815,1176,60,61
38,static,400162640,,,Follower,True,0.000159,60,60,61
38,doors,400162640,400162640,,BFS,True,0.012352,2429,64,65
38,doors,400162640,400162640,,DFS,True,0.000907,219,64,61
38,doors,400162640,400162640,,Dijkstra,True,0.015737,2430,64,65
38,doors,400162640,400162640,,A*,True,0.010654,1391,64,65
38,doors,400162640,400162640,,Follower,True,0.000196,64,64,61
38,monsters,400162640,,400162640,BFS,True,0.014519,2744,67,68
38,monsters,400162640,,400162640,DFS,True,0.000946,217,62,61
38,monsters,400162640,,400162640,Dijkstra,True,0.018697,2762,67,68
38,monsters,400162640,,400162640,A*,True,0.013523,1625,67,68
38,monsters,400162640,,400162640,Follower,False,0.000178,61,61,60
39,static,916993243,,,BFS,True,0.007580,1824,50,51
39,static,916993243,,,DFS,True,0.000933,239,56,57
39,static,916993243,,,Dijkstra,True,0.009754,1827,50,51
39,static,916993243,,,A*,True,0.006552,956,50,51
39,static,916993243,,,Follower,True,0.000135,50,50,51
39,doors,916993243,916993243,,BFS,True,0.009609,2127,56,57
39,doors,916993243,916993243,,DFS,True,0.000983,240,57,57
39,doors,916993243,916993243,,Dijkstra,True,0.012731,2131,56,57
39,doors,916993243,916993243,,A*,True,0.009740,1254,56,57
39,doors,916993243,916993243,,Follower,True,0.000238,56,56,51
39,monsters,916993243,,916993243,BFS,True,0.073046,2445,59,60
39,monsters,916993243,,916993243,DFS,True,0.005435,241,58,57
39,monsters,916993243,,916993243,Dijkstra,True,0.025064,2454,59,60
39,monsters,916993243,,916993243,A*,True,0.014007,1533,59,60
39,monsters,916993243,,916993243,Follower,False,0.000155,51,51,50
40,static,976234261,,,BFS,True,0.020962,3577,68,69
40,static,976234261,,,DFS,True,0.001197,229,88,89
40,static,976234261,,,Dijkstra,True,0.027441,3580,68,69
40,static,976234261,,,A*,True,0.019538,2151,68,69
40,static,976234261,,,Follower,True,0.000203,68,68,69
40,doors,976234261,976234261,,BFS,True,0.024687,3938,71,72
40,doors,976234261,976234261,,DFS,True,0.001395,230,89,89
40,doors,976234261,976234261,,Dijkstra,True,0.039075,3939,71,72
40,doors,976234261,976234261,,A*,True,0.026038,2467,71,72
40,doors,976234261,976234261,,Follower,True,0.000270,71,71,69
40,monsters,976234261,,976234261,BFS,True,0.026250,4096,73,74
40,monsters,976234261,,976234261,DFS,True,0.001214,231,90,89
40,monsters,976234261,,976234261,Dijkstra,True,0.033408,4106,73,74
40,monsters,976234261,,976234261,A*,True,0.027154,2611,73,74
40,monsters,976234261,,976234261,Follower,False,0.000215,69,69,68
41,static,84324540,,,BFS,True,0.006635,1498,36,37
41,static,84324540,,,DFS,True,0.002850,659,42,43
41,static,84324540,,,Dijkstra,True,0.009030,1501,36,37
41,static,84324540,,,A*,True,0.004313,573,36,37
41,static,84324540,,,Follower,True,0.000127,36,36,37
41,doors,84324540,84324540,,BFS,True,0.007572,1515,39,40
41,doors,84324540,84324540,,DFS,True,0.002913,585,52,49
41,doors,84324540,84324540,,Dijkstra,True,0.009593,1516,39,40
41,doors,84324540,84324540,,A*,True,0.004572,595,39,40
41,doors,84324540,84324540,,Follower,True,0.000138,39,39,37
41,monsters,84324540,,84324540,BFS,True,0.010945,2066,43,44
41,monsters,84324540,,84324540,DFS,True,0.003155,661,44,43
41,monsters,84324540,,84324540,Dijkstra,True,0.014606,2080,43,44
41,monsters,84324540,,84324540,A*,True,0.009265,1015,43,44
41,monsters,84324540,,84324540,Follower,False,0.000139,37,37,36
42,static,472443884,,,BFS,True,0.005029,1435,48,49
42,static,472443884,,,DFS,True,0.000718,147,48,49
42,static,472443884,,,Dijkstra,True,0.006883,1438,48,49
42,static,472443884,,,A*,True,0.004405,728,48,49
42,static,472443884,,,Follower,True,0.000121,48,48,49
42,doors,472443884,472443884,,BFS,True,0.005885,1435,48,49
42,doors,472443884,472443884,,DFS,True,0.000584,147,48,49
42,doors,472443884,472443884,,Dijkstra,True,0.007242,1438,48,49
42,doors,472443884,472443884,,A*,True,0.004626,728,48,49
42,doors,472443884,472443884,,Follower,True,0.000128,48,48,49
42,monsters,472443884,,472443884,BFS,True,0.006867,1691,53,54
42,monsters,472443884,,472443884,DFS,True,0.000616,149,50,49
42,monsters,472443884,,472443884,Dijkstra,True,0.008771,1694,53,54
42,monsters,472443884,,472443884,A*,True,0.006838,961,53,54
42,monsters,472443884,,472443884,Follower,False,0.000136,49,49,48
43,static,830261269,,,BFS,True,0.005736,1314,42,43
43,static,830261269,,,DFS,True,0.005919,931,76,77
43,static,830261269,,,Dijkstra,True,0.007676,1320,42,43
43,static,830261269,,,A*,True,0.002338,458,42,43
43,static,830261269,,,Follower,True,0.000148,42,42,43
43,doors,830261269,830261269,,BFS,True,0.006540,1334,43,44
43,doors,830261269,830261269,,DFS,True,0.005748,933,78,77
43,doors,830261269,830261269,,Dijkstra,True,0.008116,1337,43,44
43,doors,830261269,830261269,,A*,True,0.002770,479,43,44
43,doors,830261269,830261269,,Follower,True,0.000157,43,43,43
43,monsters,830261269,,830261269,BFS,True,0.014602,2346,51,52
43,monsters,830261269,,830261269,DFS,True,0.005956,932,77,77
43,monsters,830261269,,830261269,Dijkstra,True,0.019447,2364,51,52
43,monsters,830261269,,830261269,A*,True,0.008788,1038,51,52
43,monsters,830261269,,830261269,Follower,False,0.000164,43,43,42
44,static,44307647,,,BFS,True,0.003170,762,24,25
44,static,44307647,,,DFS,True,0.001583,437,44,45
44,static,44307647,,,Dijkstra,True,0.004189,763,24,25
44,static,44307647,,,A*,True,0.000282,56,24,25
44,static,44307647,,,Follower,True,0.000106,24,24,25
44,doors,44307647,44307647,,BFS,True,0.003539,752,24,25
44,doors,44307647,44307647,,DFS,True,0.001605,437,44,45
44,doors,44307647,44307647,,Dijkstra,True,0.004280,753,24,25
44,doors,44307647,44307647,,A*,True,0.000297,54,24,25
44,doors,44307647,44307647,,Follower,True,0.000093,24,24,25
44,monsters,44307647,,44307647,BFS,True,0.009847,1690,35,36
44,monsters,44307647,,44307647,DFS,True,0.001700,439,46,45
44,monsters,44307647,,44307647,Dijkstra,True,0.012716,1692,35,36
44,monsters,44307647,,44307647,A*,True,0.004212,528,35,36
44,monsters,44307647,,44307647,Follower,False,0.000116,25,25,24
45,static,266687247,,,BFS,True,0.002417,678,28,29
45,static,266687247,,,DFS,True,0.005518,1059,36,37
45,static,266687247,,,Dijkstra,True,0.003068,680,28,29
45,static,266687247,,,A*,True,0.000973,144,28,29
45,static,266687247,,,Follower,True,0.000094,28,28,29
45,doors,266687247,266687247,,BFS,True,0.003467,878,32,33
45,doors,266687247,266687247,,DFS,True,0.005595,1063,40,37
45,doors,266687247,266687247,,Dijkstra,True,0.004436,884,32,33
45,doors,266687247,266687247,,A*,True,0.002045,285,32,33
45,doors,266687247,266687247,,Follower,True,0.000106,32,32,29
45,monsters,266687247,,266687247,BFS,True,0.005460,1290,39,40
45,monsters,266687247,,266687247,DFS,True,0.005878,1061,38,37
45,monsters,266687247,,266687247,Dijkstra,True,0.007255,1294,39,40
45,monsters,266687247,,266687247,A*,True,0.004148,585,39,40
45,monsters,266687247,,266687247,Follower,False,0.000111,29,29,28
46,static,332636985,,,BFS,True,0.002521,768,34,35
46,static,332636985,,,DFS,True,0.005627,1061,52,53
46,static,332636985,,,Dijkstra,True,0.003470,773,34,35
46,static,332636985,,,A*,True,0.000732,174,34,35
46,static,332636985,,,Follower,True,0.000103,34,34,35
46,doors,332636985,332636985,,BFS,True,0.002843,783,37,38
46,doors,332636985,332636985,,DFS,True,0.005638,1064,55,53
46,doors,332636985,332636985,,Dijkstra,True,0.003775,785,37,38
46,doors,332636985,332636985,,A*,True,0.000834,186,37,38
46,doors,332636985,332636985,,Follower,True,0.000139,37,37,35
46,monsters,332636985,,332636985,BFS,True,0.003733,1004,39,40
46,monsters,332636985,,332636985,DFS,True,0.005986,1062,53,53
46,monsters,332636985,,332636985,Dijkstra,True,0.005118,1013,39,40
46,monsters,332636985,,332636985,A*,True,0.002116,346,39,40
46,monsters,332636985,,332636985,Follower,False,0.000106,35,35,34
47,static,294781267,,,BFS,True,0.005032,1026,26,27
47,static,294781267,,,DFS,True,0.002442,761,60,61
47,static,294781267,,,Dijkstra,True,0.006848,1029,26,27
47,static,294781267,,,A*,True,0.000691,116,26,27
47,static,294781267,,,Follower,True,0.000123,26,26,27
47,doors,294781267,294781267,,BFS,True,0.005442,1024,26,27
47,doors,294781267,294781267,,DFS,True,0.002407,761,60,61
47,doors,294781267,294781267,,Dijkstra,True,0.007178,1027,26,27
47,doors,294781267,294781267,,A*,True,0.000733,116,26,27
47,doors,294781267,294781267,,Follower,True,0.000128,26,26,27
47,monsters,294781267,,294781267,BFS,True,0.009917,1664,33,34
47,monsters,294781267,,294781267,DFS,True,0.002799,762,61,61
47,monsters,294781267,,294781267,Dijkstra,True,0.012884,1670,33,34
47,monsters,294781267,,294781267,A*,True,0.005718,557,33,34
47,monsters,294781267,,294781267,Follower,False,0.000133,27,27,26
48,static,656331775,,,BFS,True,0.001982,635,30,31
48,static,656331775,,,DFS,True,0.007422,1473,30,31
48,static,656331775,,,Dijkstra,True,0.002585,637,30,31
48,static,656331775,,,A*,True,0.001006,158,30,31
48,static,656331775,,,Follower,True,0.000086,30,30,31
48,doors,656331775,656331775,,BFS,True,0.002181,617,30,31
48,doors,656331775,656331775,,DFS,True,0.007284,1417,30,31
48,doors,656331775,656331775,,Dijkstra,True,0.002644,619,30,31
48,doors,656331775,656331775,,A*,True,0.000817,157,30,31
48,doors,656331775,656331775,,Follower,True,0.000090,30,30,31
48,monsters,656331775,,656331775,BFS,True,0.004099,1015,39,40
48,monsters,656331775,,656331775,DFS,True,0.008027,1475,32,31
48,monsters,656331775,,656331775,Dijkstra,True,0.004893,1021,39,40
48,monsters,656331775,,656331775,A*,True,0.003609,482,39,40
48,monsters,656331775,,656331775,Follower,False,0.000090,31,31,30
49,static,138912524,,,BFS,True,0.009587,1548,46,47
49,static,138912524,,,DFS,True,0.000792,245,48,49
49,static,138912524,,,Dijkstra,True,0.008601,1555,46,47
49,static,138912524,,,A*,True,0.004183,694,46,47
49,static,138912524,,,Follower,True,0.000144,46,46,47
49,doors,138912524,138912524,,BFS,True,0.007024,1547,46,47
49,doors,138912524,138912524,,DFS,True,0.000804,245,48,49
49,doors,138912524,138912524,,Dijkstra,True,0.008877,1552,46,47
49,doors,138912524,138912524,,A*,True,0.004591,694,46,47
49,doors,138912524,138912524,,Follower,True,0.000168,46,46,47
49,monsters,138912524,,138912524,BFS,True,0.008300,1769,49,50
49,monsters,138912524,,138912524,DFS,True,0.000857,246,49,49
49,monsters,138912524,,138912524,Dijkstra,True,0.010963,1770,49,50
49,monsters,138912524,,138912524,A*,True,0.005539,824,49,50
49,monsters,138912524,,138912524,Follower,False,0.000187,47,47,46
50,static,160180839,,,BFS,True,0.002550,663,26,27
50,static,160180839,,,DFS,True,0.000193,63,34,35
50,static,160180839,,,Dijkstra,True,0.003735,673,26,27
50,static,160180839,,,A*,True,0.000449,88,26,27
50,static,160180839,,,Follower,True,0.000102,26,26,27
50,doors,160180839,160180839,,BFS,True,0.002921,706,31,32
50,doors,160180839,160180839,,DFS,True,0.000213,68,39,35
50,doors,160180839,160180839,,Dijkstra,True,0.003865,711,31,32
50,doors,160180839,160180839,,A*,True,0.000594,126,31,32
50,doors,160180839,160180839,,Follower,True,0.000111,31,31,27
50,monsters,160180839,,160180839,BFS,True,0.010029,1674,37,38
50,monsters,160180839,,160180839,DFS,True,0.000213,65,36,35
50,monsters,160180839,,160180839,Dijkstra,True,0.013233,1677,37,38
50,monsters,160180839,,160180839,A*,True,0.005548,646,37,38
50,monsters,160180839,,160180839,Follower,False,0.000124,27,27,26
